2014-11-18 10:53:18	DEL	1.1.0	MDTracker (Markdown Tracker)	What It Does		You can also track progress of your writing. You can compare two versions of your document at section-level. Note that this is immensely more useful than line-by-line diff, because the tool is aware of Markdown syntax. For instance, the difference is summarized at section-level, and all the comments are ignored.	-313	-1	-50
2014-11-18 21:07:08	ADD	1.2.1	MDTracker (Markdown Tracker)	Applications	Tracking for a Writing Project	Out of the box, MDTracker supports various basic statistics of the document at component-level.	95	1	14
2014-11-18 21:07:08	DEL	1.0.0	MDTracker (Markdown Tracker)			Markdown provides a powerful syntax for writing a structured text with rich format.  However, there has not been an easy way to track the progress of writing an Markdown document.	-179	-1	-31
2014-11-18 21:17:46	ADD	1.2.1	MDTracker (Markdown Tracker)	Applications	Tracking for a Writing Project	Out of the box, MDTracker supports various basic statistics of the document at component-level. This includes basic character, word and sentence-level counting.	160	1	22
2014-11-18 21:17:46	ADD	1.2.2	MDTracker (Markdown Tracker)	Applications	Tracking for Journals	If you use Markdown to write a journal, you can use MDTracker to track various activities you do throughout the day. Since MDTracker tracks every change of your document, you can track when you created and finished a task, what happened at which time of the day, and so on.	273	1	50
2014-11-18 21:17:46	ADD	1.4.2	MDTracker (Markdown Tracker)	Basic Usage	Document Statistics	> mdt parse mdt_demo.md	23	1	4
2014-11-18 21:17:46	ADD	1.4.3	MDTracker (Markdown Tracker)	Basic Usage	Document Diff(erence)	> mdt parse mdt_demo.md mdt_demo_new.md	39	1	5
2014-11-18 21:17:46	ADD	1.4.4	MDTracker (Markdown Tracker)	Basic Usage	Document Monitoring	> mdt monitor mdt_demo.md	25	1	4
2014-11-18 21:17:46	DEL	1.2.1	MDTracker (Markdown Tracker)	Applications	Tracking for a Writing Project	Out of the box, MDTracker supports various basic statistics of the document at component-level.	-95	-1	-14
2014-11-18 21:18:44	ADD	1.2.1	MDTracker (Markdown Tracker)	Applications	Tracking for a Writing Project	Out of the box, MDTracker supports various basic statistics of the document at component-level. This includes basic character, word and sentence-level counting. Use MDTracker to track your writing projects.	206	1	29
2014-11-18 21:18:44	DEL	1.2.1	MDTracker (Markdown Tracker)	Applications	Tracking for a Writing Project	Out of the box, MDTracker supports various basic statistics of the document at component-level. This includes basic character, word and sentence-level counting.	-160	-1	-22
